names	abundances	samples	treatments
M00967_43_000000000-A3JHG_1_2108_22087_14118	3	F3D6	Early
M00967_43_000000000-A3JHG_1_2108_22087_14118	4	F3D8	Early
M00967_43_000000000-A3JHG_1_2108_22087_14118	5	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_26975_11754	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2105_29107_15046	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2105_29107_15046	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2105_29107_15046	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2105_29107_15046	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2105_29107_15046	3	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_17779_24453	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1101_10133_8460	32	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	127	F3D1	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1101_10133_8460	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_10133_8460	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1101_10133_8460	222	F3D2	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	5	F3D3	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	13	F3D5	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	20	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	17	F3D7	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	95	F3D8	Early
M00967_43_000000000-A3JHG_1_1101_10133_8460	86	F3D9	Early
M00967_43_000000000-A3JHG_1_2109_17345_6668	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_14996_3562	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	3	F3D0	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	3	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	15	F3D141	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	5	F3D143	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	4	F3D144	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	12	F3D146	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	27	F3D147	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	12	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	7	F3D149	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	6	F3D150	Late
M00967_43_000000000-A3JHG_1_1114_25962_10907	20	F3D2	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	2	F3D3	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	2	F3D5	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	5	F3D6	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	2	F3D7	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	5	F3D8	Early
M00967_43_000000000-A3JHG_1_1114_25962_10907	3	F3D9	Early
M00967_43_000000000-A3JHG_1_1106_22826_4799	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1104_17583_11048	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1104_17583_11048	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1104_17583_11048	3	F3D8	Early
M00967_43_000000000-A3JHG_1_1114_14431_2336	2	F3D0	Early
M00967_43_000000000-A3JHG_1_1104_9048_17067	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1104_18175_14208	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	7	F3D146	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	11	F3D147	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	7	F3D148	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	26	F3D149	Late
M00967_43_000000000-A3JHG_1_2101_7254_13419	18	F3D150	Late
M00967_43_000000000-A3JHG_1_1106_3789_8994	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1114_16061_15885	2	F3D2	Early
M00967_43_000000000-A3JHG_1_1114_16061_15885	3	F3D7	Early
M00967_43_000000000-A3JHG_1_1109_24068_9219	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_16766_20121	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2113_13744_1953	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_13254_24352	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_4294_12570	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_19357_22811	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_13084_5117	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1113_8392_20172	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2111_16376_7553	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2111_16376_7553	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1104_15748_9889	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1112_9306_24571	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_23259_13531	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1114_27907_14387	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2109_20085_20830	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2109_20085_20830	2	F3D144	Late
M00967_43_000000000-A3JHG_1_2109_20085_20830	3	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_10837_19652	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1108_24102_4725	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_11790_16027	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2106_14305_11884	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2114_18555_17761	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_6951_12447	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2114_27537_17929	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2114_24274_20575	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2114_24274_20575	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2114_24274_20575	5	F3D149	Late
M00967_43_000000000-A3JHG_1_2114_24274_20575	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1113_28261_14681	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2105_24712_15313	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1113_14620_25479	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2106_12440_13627	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1101_4346_14940	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2106_17117_12389	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_26777_15267	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1102_20961_15950	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_22446_9538	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_9636_6179	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2109_15065_8580	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1109_19691_19130	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1109_19691_19130	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1109_19691_19130	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1109_19691_19130	2	F3D148	Late
M00967_43_000000000-A3JHG_1_1109_19691_19130	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2102_14252_8710	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1114_18296_7709	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2113_9708_9804	2	F3D0	Early
M00967_43_000000000-A3JHG_1_2104_24247_11022	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_13599_17305	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1110_21619_15325	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2107_7268_7252	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2113_18397_7516	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	3	F3D146	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	4	F3D147	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	3	F3D148	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2104_20685_7431	4	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	7	F3D6	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	2	F3D7	Early
M00967_43_000000000-A3JHG_1_2104_20685_7431	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2110_10010_14992	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1113_11760_14772	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1102_22477_7326	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2114_15082_26647	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2114_15082_26647	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2114_15082_26647	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1105_15558_26326	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1103_22959_4225	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_22959_4225	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_22959_4225	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_22959_4225	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1109_26230_18106	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1112_21256_12063	1	F3D143	Late
M00967_43_000000000-A3JHG_1_2111_17223_18856	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1113_25500_12155	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2105_6844_12008	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1106_6004_8081	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1101_6770_21083	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2109_19808_24467	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	15	F3D1	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	5	F3D141	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	4	F3D142	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	8	F3D145	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	16	F3D146	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	17	F3D147	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	10	F3D149	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	9	F3D150	Late
M00967_43_000000000-A3JHG_1_2104_14864_25191	33	F3D2	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	9	F3D5	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	17	F3D6	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	5	F3D7	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	12	F3D8	Early
M00967_43_000000000-A3JHG_1_2104_14864_25191	18	F3D9	Early
M00967_43_000000000-A3JHG_1_2105_7169_20746	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2104_17991_24804	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2109_14117_4744	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2101_23114_22755	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2112_11313_13873	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_19140_21811	1	F3D146	Late
M00967_43_000000000-A3JHG_1_2102_25569_21727	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1106_22389_22397	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1111_25166_7929	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	4	F3D0	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	3	F3D1	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	11	F3D141	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	3	F3D142	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	7	F3D143	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	6	F3D145	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	8	F3D146	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	14	F3D148	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	26	F3D149	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	24	F3D150	Late
M00967_43_000000000-A3JHG_1_2110_9142_17889	6	F3D2	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	7	F3D5	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	3	F3D6	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	2	F3D8	Early
M00967_43_000000000-A3JHG_1_2110_9142_17889	5	F3D9	Early
M00967_43_000000000-A3JHG_1_1109_8799_10155	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_20954_22445	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2106_20954_22445	1	F3D1	Early
M00967_43_000000000-A3JHG_1_2106_20954_22445	7	F3D147	Late
M00967_43_000000000-A3JHG_1_2106_20954_22445	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2106_20954_22445	3	F3D6	Early
M00967_43_000000000-A3JHG_1_2106_20954_22445	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2113_13275_27560	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1111_4667_8023	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_11964_4686	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_16577_22524	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1105_24853_19323	3	F3D142	Late
M00967_43_000000000-A3JHG_1_1101_11371_20625	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2105_21571_16049	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_7837_7502	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_7837_7502	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2106_22746_5360	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_13879_1994	1	F3D1	Early
M00967_43_000000000-A3JHG_1_1113_23401_8348	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2112_18144_24421	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2104_16003_12063	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2105_17320_11249	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2106_5509_18056	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_4609_18391	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2102_17714_13657	1	F3D150	Late
M00967_43_000000000-A3JHG_1_2109_7813_4701	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1113_19457_3875	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_18411_17052	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1104_23719_15777	1	F3D2	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	168	F3D0	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	127	F3D1	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	205	F3D141	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	201	F3D142	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	114	F3D143	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	130	F3D144	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	361	F3D145	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	192	F3D146	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	544	F3D147	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	496	F3D148	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	453	F3D149	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	179	F3D150	Late
M00967_43_000000000-A3JHG_1_2108_21552_11279	354	F3D2	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	448	F3D3	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	142	F3D5	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	501	F3D6	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	516	F3D7	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	547	F3D8	Early
M00967_43_000000000-A3JHG_1_2108_21552_11279	607	F3D9	Early
M00967_43_000000000-A3JHG_1_2108_27613_12769	1	F3D142	Late
M00967_43_000000000-A3JHG_1_2106_18414_12416	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1109_18240_15644	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2109_25056_22893	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1111_10106_14274	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2111_10081_26254	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_15115_2610	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1107_22525_22794	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_12340_14438	4	F3D0	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	3	F3D1	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	2	F3D146	Late
M00967_43_000000000-A3JHG_1_2106_12340_14438	2	F3D148	Late
M00967_43_000000000-A3JHG_1_2106_12340_14438	20	F3D2	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	3	F3D6	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	1	F3D7	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2106_12340_14438	7	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_19149_16619	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1109_8182_19921	1	F3D8	Early
M00967_43_000000000-A3JHG_1_2104_11929_10165	1	F3D3	Early
M00967_43_000000000-A3JHG_1_2104_11929_10165	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1106_14252_8640	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1106_14252_8640	2	F3D143	Late
M00967_43_000000000-A3JHG_1_1106_14252_8640	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1106_14252_8640	5	F3D145	Late
M00967_43_000000000-A3JHG_1_1108_12332_11456	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1108_9239_22168	1	F3D149	Late
M00967_43_000000000-A3JHG_1_2105_7943_8043	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	76	F3D0	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	10	F3D1	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	21	F3D141	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	5	F3D143	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	8	F3D144	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	1	F3D145	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	3	F3D146	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	10	F3D148	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	10	F3D149	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	2	F3D150	Late
M00967_43_000000000-A3JHG_1_1107_10661_18652	35	F3D2	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	5	F3D3	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	10	F3D5	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	14	F3D6	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	7	F3D7	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	15	F3D8	Early
M00967_43_000000000-A3JHG_1_1107_10661_18652	15	F3D9	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	47	F3D0	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	24	F3D1	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	4	F3D141	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	7	F3D142	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	8	F3D143	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	14	F3D144	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	8	F3D145	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	14	F3D146	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	27	F3D147	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	20	F3D148	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	32	F3D149	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	13	F3D150	Late
M00967_43_000000000-A3JHG_1_2103_10155_24625	35	F3D2	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	2	F3D3	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	15	F3D5	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	20	F3D6	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	4	F3D7	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	5	F3D8	Early
M00967_43_000000000-A3JHG_1_2103_10155_24625	16	F3D9	Early
M00967_43_000000000-A3JHG_1_2113_23687_14507	1	F3D142	Late
M00967_43_000000000-A3JHG_1_1112_14780_8078	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_14780_8078	1	F3D141	Late
M00967_43_000000000-A3JHG_1_1112_14780_8078	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1112_14780_8078	3	F3D150	Late
M00967_43_000000000-A3JHG_1_1112_14780_8078	1	F3D6	Early
M00967_43_000000000-A3JHG_1_2102_19287_23968	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2108_19840_26409	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_11370_15670	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2112_22227_7717	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1103_19321_18100	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_18879_6171	1	F3D147	Late
M00967_43_000000000-A3JHG_1_2112_26066_19401	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2112_13415_4791	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1114_7341_25496	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1106_24084_10563	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1112_21719_22520	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2109_18443_5251	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1105_27296_22083	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1112_13563_20676	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1112_13563_20676	1	F3D3	Early
M00967_43_000000000-A3JHG_1_1109_24372_12546	28	F3D9	Early
M00967_43_000000000-A3JHG_1_1107_18662_2044	1	F3D0	Early
M00967_43_000000000-A3JHG_1_2105_27616_16116	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1113_26249_6887	1	F3D7	Early
M00967_43_000000000-A3JHG_1_1103_13966_3813	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1101_16007_27282	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1112_18506_25911	3	F3D9	Early
M00967_43_000000000-A3JHG_1_1110_24287_19984	1	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	4	F3D142	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	1	F3D143	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	3	F3D147	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	5	F3D148	Late
M00967_43_000000000-A3JHG_1_1110_28012_17813	2	F3D149	Late
M00967_43_000000000-A3JHG_1_2105_10589_14796	1	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	20	F3D0	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	17	F3D1	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	14	F3D141	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	2	F3D142	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	4	F3D143	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	2	F3D144	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	4	F3D145	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	14	F3D146	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	9	F3D147	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	17	F3D148	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	45	F3D149	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	23	F3D150	Late
M00967_43_000000000-A3JHG_1_1103_7049_5487	44	F3D2	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	5	F3D3	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	6	F3D5	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	8	F3D6	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	2	F3D7	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	10	F3D8	Early
M00967_43_000000000-A3JHG_1_1103_7049_5487	5	F3D9	Early
M00967_43_000000000-A3JHG_1_2101_25094_24210	1	F3D141	Late
M00967_43_000000000-A3JHG_1_2101_25094_24210	1	F3D5	Early
M00967_43_000000000-A3JHG_1_2101_25094_24210	1	F3D6	Early
M00967_43_000000000-A3JHG_1_1114_5902_6841	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1112_25336_20130	1	F3D144	Late
M00967_43_000000000-A3JHG_1_1112_25336_20130	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1108_26681_13284	1	F3D9	Early
M00967_43_000000000-A3JHG_1_2109_18300_12673	1	F3D148	Late
M00967_43_000000000-A3JHG_1_2109_18300_12673	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_4974_8377	1	F3D144	Late
M00967_43_000000000-A3JHG_1_2113_7083_22842	1	F3D146	Late
M00967_43_000000000-A3JHG_1_1113_13777_28036	3	F3D0	Early
M00967_43_000000000-A3JHG_1_1113_13777_28036	1	F3D5	Early
M00967_43_000000000-A3JHG_1_1113_13777_28036	4	F3D7	Early
M00967_43_000000000-A3JHG_1_1113_13777_28036	1	F3D8	Early
M00967_43_000000000-A3JHG_1_1113_13777_28036	1	F3D9	Early
M00967_43_000000000-A3JHG_1_1104_25962_6708	1	F3D0	Early
M00967_43_000000000-A3JHG_1_1104_25962_6708	1	F3D2	Early
M00967_43_000000000-A3JHG_1_1105_16333_26309	1	F3D147	Late
M00967_43_000000000-A3JHG_1_1108_11391_5528	1	F3D149	Late
M00967_43_000000000-A3JHG_1_1111_19384_17999	1	F3D145	Late
M00967_43_000000000-A3JHG_1_2106_11005_4817	11	F3D0	Early
M00967_43_000000000-A3JHG_1_2106_11005_4817	9	F3D1	Early
M00967_43_000000000-A3JHG_1_2106_11005_4817	3	F3D141	Late
